76561198363009104,Counter-Strike: Global Offensive,1702
76561198363009104,Dead by Daylight,663
76561198363009104,Realm Royale,106
76561198363009104,Grand Theft Auto V,49
76561198363009104,Just Cause 3,33
76561198363009104,Paladins,32
76561198363009104,Z1 Battle Royale,30
76561198363009104,The Forest,26
76561198363009104,PAYDAY 2,22
76561198363009104,Tower Unite,17.9
76561198363009104,Secret Neighbor,16.1
76561198363009104,Left 4 Dead 2,14.4
76561198363009104,Trove,14.0
76561198363009104,Rocket League,13.7
76561198363009104,Tom Clancy's Rainbow Six Siege,11.9
76561198363009104,The Long Dark,10.8
76561198363009104,Euro Truck Simulator 2,9.0
76561198363009104,War Thunder,7.8
76561198363009104,DC Universe Online,7.6
76561198363009104,Robocraft,6.5
76561198363009104,Garry's Mod,6.3
76561198363009104,Business Tour - Online Multiplayer Board Game,6.0
76561198363009104,Sniper Ghost Warrior 2,5.1
76561198363009104,Friday the 13th: The Game,3.3
76561198363009104,Hitman: Absolution,3.3
76561198363009104,Portal,2.1
76561198363009104,The Witcher: Enhanced Edition,1.6
76561198363009104,Half-Life 2,1.0
76561198363009104,Viscera Cleanup Detail: Shadow Warrior,0.9
76561198363009104,Unturned,0.6
76561198363009104,Half-Life 2: Lost Coast,0.5
76561198363009104,Portal 2,0.4
