76561198363012309,Tom Clancy's Rainbow Six Siege,905
76561198363012309,Counter-Strike: Global Offensive,206
76561198363012309,Call of Duty: Black Ops II - Multiplayer,85
76561198363012309,PLAYERUNKNOWN'S BATTLEGROUNDS,71
76561198363012309,Far Cry 5,70
76561198363012309,The Forest,66
76561198363012309,Terraria,59
76561198363012309,theHunter: Call of the Wild¢â,59
76561198363012309,Grand Theft Auto V,55
76561198363012309,Rocket League,50
76561198363012309,The Crew 2,46
76561198363012309,War Thunder,46
76561198363012309,Farming Simulator 19,45
76561198363012309,DiRT 4,41
76561198363012309,Assetto Corsa,40
76561198363012309,Scrap Mechanic,34
76561198363012309,For Honor,30
76561198363012309,Warface,30
76561198363012309,WWE 2K18,22
76561198363012309,Call of Duty: Black Ops II,20
76561198363012309,Watch_Dogs 2,14.8
76561198363012309,Subnautica,10.9
76561198363012309,TrackMania©÷ Valley,9.1
76561198363012309,Eco,8.8
76561198363012309,Call of Duty: Black Ops III,8.7
76561198363012309,Maize,8.5
76561198363012309,Rust,7.6
76561198363012309,Far Cry 4,6.4
76561198363012309,Borderlands 2,5.7
76561198363012309,Call of Duty: Black Ops II - Zombies,5.4
76561198363012309,Call of Duty 4: Modern Warfare,5.2
76561198363012309,Robocraft,4.4
76561198363012309,LEGO¢ç Star Wars¢â III: The Clone Wars¢â,4.1
76561198363012309,Ring of Elysium,4.0
76561198363012309,RaceRoom Racing Experience ,2.1
76561198363012309,Unturned,1.9
76561198363012309,Prominence Poker,1.8
76561198363012309,Dota 2,1.5
76561198363012309,Grand Theft Auto: San Andreas,1.5
76561198363012309,Heroes & Generals,1.3
76561198363012309,Russian Fishing 4,1.3
76561198363012309,Counter-Strike: Source,1.3
76561198363012309,Far Cry¢ç 3,1.1
76561198363012309,TrackMania Nations Forever,1.0
76561198363012309,Tom Clancy's Rainbow Six Siege - Test Server,0.8
76561198363012309,PAYDAY 2,0.8
76561198363012309,DiRT Rally,0.6
76561198363012309,Business Tour - Online Multiplayer Board Game,0.5
76561198363012309,RUSSIA BATTLEGROUNDS,0.4
76561198363012309,Black Squad,0.4
76561198363012309,BLOCKPOST,0.2
