76561198293007752,Arma 3,1710
76561198293007752,PLAYERUNKNOWN'S BATTLEGROUNDS,981
76561198293007752,Grand Theft Auto V,104
76561198293007752,Counter-Strike: Global Offensive,80
76561198293007752,MudRunner,39
76561198293007752,SCUM,19.8
76561198293007752,Deceit,8.2
76561198293007752,Ring of Elysium,7.7
76561198293007752,Euro Truck Simulator 2,5.3
76561198293007752,Human: Fall Flat,4.2
76561198293007752,Dota 2,3.5
76561198293007752,War Thunder,2.9
76561198293007752,9Dragons: Kung Fu Arena,1.5
76561198293007752,Heroes & Generals,0.6
