76561198363011606,Warframe,394
76561198363011606,PLAYERUNKNOWN'S BATTLEGROUNDS,339
76561198363011606,Don't Starve Together,210
76561198363011606,MONSTER HUNTER: WORLD,143
76561198363011606,Grand Theft Auto V,132
76561198363011606,Lost Castle,121
76561198363011606,Dying Light,88
76561198363011606,ARK: Survival Evolved,84
76561198363011606,Deep Rock Galactic,55
76561198363011606,Portal Knights,40
76561198363011606,Wallpaper Engine,39
76561198363011606,The Escapists 2,36
76561198363011606,Terraria,33
76561198363011606,Starbound,31
76561198363011606,Rust,31
76561198363011606,Craft The World,24
76561198363011606,Raft,21
76561198363011606,MorphVOX Pro - Voice Changer,20
76561198363011606,DARK SOULS¢â III,17.9
76561198363011606,Counter-Strike: Global Offensive,10.5
76561198363011606,Z1 Battle Royale,6.9
76561198363011606,My Time At Portia,6.3
76561198363011606,Ring of Elysium,5.6
76561198363011606,The Witcher 3: Wild Hunt,5.1
76561198363011606,Crashlands,4.2
76561198363011606,HITMAN¢â 2,3.0
76561198363011606,Cities: Skylines,2.8
76561198363011606,Castle Crashers,2.8
76561198363011606,Amazing Cultivation Simulator,1.8
76561198363011606,Minion Masters,1.7
76561198363011606,Dota 2,1.5
76561198363011606,Streets of Rogue,1.3
76561198363011606,Peekaboo,1.2
76561198363011606,Unturned,0.8
76561198363011606,This War of Mine,0.7
76561198363011606,Team Fortress 2,0.6
76561198363011606,Russian Fishing 4,0.3
76561198363011606,Starbound - Unstable,0.2
76561198363011606,Left 4 Dead 2,0.1
