76561198293005794,Team Fortress 2,384
76561198293005794,7 Days to Die,305
76561198293005794,Cuisine Royale,61
76561198293005794,The Forest,48
76561198293005794,Counter-Strike: Global Offensive,43
76561198293005794,Unturned,36
76561198293005794,Stronghold Kingdoms,20
76561198293005794,Fallout Shelter,14.8
76561198293005794,Sniper: Ghost Warrior,9.3
76561198293005794,Elsword Free-to-Play,9.0
76561198293005794,GUNS UP!,8.8
76561198293005794,Creativerse,7.8
76561198293005794,Castle Clicker,1.3
76561198293005794,Infestation: The New Z,1.0
76561198293005794,Dirty Bomb,0.6
76561198293005794,Path of Exile,0.6
76561198293005794,Zombie Apocalypse,0.6
76561198293005794,Z1 Battle Royale,0.4
76561198293005794,Tentlan,0.4
76561198293005794,Yet Another Zombie Defense,0.3
76561198293005794,METAL SLUG DEFENSE,0.1
76561198293005794,Counter-Strike Nexon: Studio,0.1
76561198293005794,Tactical Craft Online,0.1
