76561198293007521,Team Fortress 2,1730
76561198293007521,Garry's Mod,221
76561198293007521,Robocraft,140
76561198293007521,Counter-Strike: Global Offensive,97
76561198293007521,Toribash,55
76561198293007521,Portal 2,41
76561198293007521,Teeworlds,35
76561198293007521,Source Filmmaker,33
76561198293007521,Unturned,32
76561198293007521,WAKFU,30
76561198293007521,ARK: Survival Evolved,29
76561198293007521,Paladins,27
76561198293007521,Altitude,17.7
76561198293007521,Blender,16.9
76561198293007521,Gang Beasts,13.6
76561198293007521,Goat Simulator,11.7
76561198293007521,Octodad: Dadliest Catch,9.8
76561198293007521,Transformice,9.4
76561198293007521,Getting Over It with Bennett Foddy,6.4
76561198293007521,scram,6.1
76561198293007521,A Story About My Uncle,6.0
76561198293007521,VRChat,5.4
76561198293007521,Move or Die,3.6
76561198293007521,ShellShock Live,2.7
76561198293007521,Gear Up,2.6
76561198293007521,Star Conflict,2.6
76561198293007521,Guns of Icarus Online,2.4
76561198293007521,I am Bread,2.3
76561198293007521,The Stanley Parable,2.3
76561198293007521,Godot Engine,1.9
76561198293007521,Brawlhalla,1.3
76561198293007521,Fishing Planet,1.1
76561198293007521,McOsu,1.0
76561198293007521,Galcon 2,1.0
76561198293007521,Realm Royale,1.0
76561198293007521,Akaneiro: Demon Hunters,0.8
76561198293007521,Thinking with Time Machine,0.7
76561198293007521,CreativeDestruction,0.7
76561198293007521,Supraball,0.5
76561198293007521,Warfork,0.4
76561198293007521,Holy Potatoes! A Weapon Shop?!,0.4
76561198293007521,Dota 2,0.3
76561198293007521,HYPERFIGHT,0.3
76561198293007521,Trove,0.3
76561198293007521,Krosmaster Arena,0.2
76561198293007521,The Way of Life Free Edition,0.2
76561198293007521,Battlerite Royale,0.2
76561198293007521,Draw Slasher,0.2
