76561198293005886,Rust,1759
76561198293005886,Dota 2,349
76561198293005886,Counter-Strike: Global Offensive,281
76561198293005886,The Witcher 3: Wild Hunt,34
76561198293005886,Dead Island Riptide,33
76561198293005886,Garry's Mod,27
76561198293005886,Trove,27
76561198293005886,Everlasting Summer,19.8
76561198293005886,No More Room in Hell,18.1
76561198293005886,Call of Duty: Modern Warfare 3,12.1
76561198293005886,GRAV,11.0
76561198293005886,Infestation: Survivor Stories Classic,8.4
76561198293005886,Spore,7.2
76561198293005886,Call of Duty: Modern Warfare 3 - Multiplayer,6.6
76561198293005886,PAYDAY 2,6.2
76561198293005886,Subnautica,5.2
76561198293005886,7 Days to Die,4.6
76561198293005886,Unturned,4.3
76561198293005886,ORION: Prelude,4.2
76561198293005886,Warframe,3.9
76561198293005886,Z1 Battle Royale,3.1
76561198293005886,Resident Evil Revelations 2 / Biohazard Revelations 2,2.4
76561198293005886,Shelter 2,1.5
76561198293005886,Hand of the Gods,1.3
76561198293005886,War Thunder,1.0
76561198293005886,Aftermath,0.9
76561198293005886,Evolve Stage 2,0.5
76561198293005886,Sakura Spirit,0.5
76561198293005886,Vortex: The Gateway,0.4
76561198293005886,Airscape: The Fall of Gravity,0.3
76561198293005886,Chivalry: Medieval Warfare,0.2
76561198293005886,Shadowgrounds,0.2
76561198293005886,Gun Rocket,0.2
76561198293005886,Infestation: The New Z,0.2
76561198293005886,Crossout,0.1
