76561198363009862,PLAYERUNKNOWN'S BATTLEGROUNDS,1425
76561198363009862,Rust,298
76561198363009862,Z1 Battle Royale,209
76561198363009862,Dead by Daylight,37
76561198363009862,Portal Knights,19.6
76561198363009862,PAYDAY 2,17.3
76561198363009862,The Forest,16.0
76561198363009862,No Man's Sky,12.1
76561198363009862,Counter-Strike: Global Offensive,1.3
76561198363009862,Dota 2,1.2
76561198363009862,Unturned,1.2
76561198363009862,Deceit,1.0
76561198363009862,Ring of Elysium,0.6
76561198363009862,H1Z1: Test Server,0.1
