76561198363009598,Counter-Strike: Global Offensive,5474
76561198363009598,Tom Clancy's Rainbow Six Siege,344
76561198363009598,Assassin's Creed Odyssey,193
76561198363009598,Assassin's Creed Origins,131
76561198363009598,Assassin's Creed Syndicate,36
76561198363009598,Grand Theft Auto V,30
76561198363009598,The Witcher 3: Wild Hunt,27
76561198363009598,Ring of Elysium,22
76561198363009598,Dying Light,19.0
76561198363009598,Counter-Strike: Source,14.6
76561198363009598,ARK: Survival Evolved,13.7
76561198363009598,Rise of the Tomb Raider,12.7
76561198363009598,Tomb Raider,9.7
76561198363009598,Left 4 Dead 2,8.4
76561198363009598,Z1 Battle Royale,6.4
76561198363009598,Assassin's Creed III Remastered,5.6
76561198363009598,Fistful of Frags,5.0
76561198363009598,3DMark,3.7
76561198363009598,Chinese Parents,3.1
76561198363009598,Steep,3.0
76561198363009598,Need for Speed: Hot Pursuit,2.9
76561198363009598,Half-Life 2,2.2
76561198363009598,War Thunder,2.1
76561198363009598,Black Squad,1.6
76561198363009598,Dota 2,1.0
76561198363009598,Material Girl,1.0
76561198363009598,Warface,1.0
76561198363009598,Wallpaper Engine,0.9
76561198363009598,DiRT Rally,0.8
76561198363009598,Counter-Strike,0.8
76561198363009598,DEAD OR ALIVE Xtreme Venus Vacation,0.8
76561198363009598,DARK SOULS¢â III,0.8
76561198363009598,Evolve Stage 2,0.7
76561198363009598,Hellblade: Senua's Sacrifice,0.7
76561198363009598,Super Seducer 2 : Advanced Seduction Tactics,0.7
76561198363009598,Assassin¡¯s Creed¢ç Chronicles: China,0.5
76561198363009598,Team Fortress 2,0.3
76561198363009598,HITMAN¢â,0.2
76561198363009598,CS2D,0.2
76561198363009598,Tricolour Lovestory,0.2
76561198363009598,The Awesome Adventures of Captain Spirit,0.1
76561198363009598,H1Z1: Test Server,0.1
