76561198074131807,PLAYERUNKNOWN'S BATTLEGROUNDS,1300
76561198074131807,Counter-Strike: Global Offensive,1192
76561198074131807,Tom Clancy's Rainbow Six Siege,679
76561198074131807,Grand Theft Auto V,255
76561198074131807,Garry's Mod,228
76561198074131807,Unturned,147
76561198074131807,Rust,115
76561198074131807,Grand Theft Auto IV,78
76561198074131807,Just Survive,70
76561198074131807,Z1 Battle Royale,47
76561198074131807,Left 4 Dead 2,19.9
76561198074131807,Team Fortress 2,15.0
76561198074131807,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,11.3
76561198074131807,Deceit,6.6
76561198074131807,Angvik,6.0
76561198074131807,Supraball,5.4
76561198074131807,Wallpaper Engine,4.4
76561198074131807,PAYDAY 2,4.2
76561198074131807,Heroes & Generals,2.9
76561198074131807,Trove,1.6
76561198074131807,theHunter Classic,0.8
76561198074131807,Black Squad,0.8
76561198074131807,Dota 2,0.7
76561198074131807,Totally Accurate Battlegrounds,0.6
76561198074131807,Bloons TD Battles,0.4
76561198074131807,War of the Roses,0.3
76561198074131807,World of Tanks Blitz,0.1
76561198074131807,Robocraft,0.1
